item_nbr,item_nbr_numeric,class,family,perishable,Price
867850,867850,3034,CLEANING,0,2.125718447
874990,874990,3008,CLEANING,0,4.120791087
877513,877513,3020,CLEANING,0,5.093585464
877514,877514,3020,CLEANING,0,0.207575489
883336,883336,3020,CLEANING,0,5.083518027
911871,911871,3020,CLEANING,0,6.781208535
911989,911989,3038,CLEANING,0,5.947325123
911990,911990,3038,CLEANING,0,3.170050831
913363,913363,3038,CLEANING,0,6.180241622
913364,913364,3038,CLEANING,0,6.477791024
913521,913521,3046,CLEANING,0,0.111104772
916885,916885,3024,CLEANING,0,0.240079189
916886,916886,3024,CLEANING,0,2.275401852
916887,916887,3024,CLEANING,0,6.013102317
928477,928477,3046,CLEANING,0,2.555863817
932281,932281,3024,CLEANING,0,1.462128143
937953,937953,3020,CLEANING,0,0.598467332
938125,938125,3004,CLEANING,0,3.232674218
938126,938126,3004,CLEANING,0,0.354723453
938129,938129,3004,CLEANING,0,4.82037323
938436,938436,3034,CLEANING,0,0.783611691
940585,940585,3010,CLEANING,0,5.058452692
940590,940590,3016,CLEANING,0,5.489345862
940591,940591,3016,CLEANING,0,5.561164502
940592,940592,3016,CLEANING,0,4.185403477
940616,940616,3028,CLEANING,0,6.14588286
940638,940638,3040,CLEANING,0,0.349627687
949296,949296,3020,CLEANING,0,1.529359992
949297,949297,3020,CLEANING,0,4.116229453
949298,949298,3020,CLEANING,0,3.835026186
949299,949299,3020,CLEANING,0,1.914789452
949629,949629,3034,CLEANING,0,0.476671128
953404,953404,3046,CLEANING,0,2.735885332
953413,953413,3046,CLEANING,0,3.709312291
953609,953609,3046,CLEANING,0,4.008677063
959500,959500,3034,CLEANING,0,0.335560978
959502,959502,3040,CLEANING,0,3.351786853
962600,962600,3004,CLEANING,0,0.063625571
962601,962601,3004,CLEANING,0,6.540073962
977007,977007,3034,CLEANING,0,5.957586417
979195,979195,3028,CLEANING,0,6.636763482
979196,979196,3028,CLEANING,0,3.610934138
979197,979197,3028,CLEANING,0,6.987303687
979199,979199,3028,CLEANING,0,6.033127099
982726,982726,3018,CLEANING,0,3.090866818
982727,982727,3018,CLEANING,0,0.353837054
987768,987768,3032,CLEANING,0,2.47371373
987769,987769,3032,CLEANING,0,6.047191853
999545,999545,3026,CLEANING,0,4.952970116
999546,999546,3026,CLEANING,0,5.859293617
999547,999547,3026,CLEANING,0,6.737650812
1004545,1004545,3028,CLEANING,0,6.210770672
1009997,1009997,3024,CLEANING,0,4.183856904
1009998,1009998,3024,CLEANING,0,0.949000238
1012473,1012473,3008,CLEANING,0,6.850206653
1016067,1016067,3014,CLEANING,0,1.612924817
1017791,1017791,3034,CLEANING,0,1.204323047
1021281,1021281,3034,CLEANING,0,0.145544857
1024975,1024975,3038,CLEANING,0,1.96442516
1024976,1024976,3038,CLEANING,0,2.289443217
1036317,1036317,3018,CLEANING,0,0.856995321
1036320,1036320,3040,CLEANING,0,5.918115474
1037412,1037412,3046,CLEANING,0,4.890237588
1039087,1039087,3020,CLEANING,0,1.303438713
1047394,1047394,3046,CLEANING,0,3.245057181
1047395,1047395,3046,CLEANING,0,5.267027106
1047396,1047396,3046,CLEANING,0,4.153754258
1050370,1050370,3018,CLEANING,0,1.713211762
1057490,1057490,3046,CLEANING,0,3.855760257
1057491,1057491,3046,CLEANING,0,1.428250404
1057495,1057495,3046,CLEANING,0,1.547790004
1057498,1057498,3046,CLEANING,0,5.09982151
1057515,1057515,3046,CLEANING,0,2.37661738
1058820,1058820,3004,CLEANING,0,1.336773463
1075891,1075891,3018,CLEANING,0,4.115325928
1079214,1079214,3022,CLEANING,0,5.271041328
1079215,1079215,3022,CLEANING,0,0.739971567
1079220,1079220,3022,CLEANING,0,0.836085269
1079254,1079254,3020,CLEANING,0,0.267071156
1079257,1079257,3030,CLEANING,0,5.05865761
1079258,1079258,3030,CLEANING,0,1.738090731
1079331,1079331,3020,CLEANING,0,5.287616652
1082578,1082578,3028,CLEANING,0,4.087800499
1085686,1085686,3040,CLEANING,0,4.151721882
1089044,1089044,3020,CLEANING,0,3.91433765
1089045,1089045,3020,CLEANING,0,5.988717484
1089046,1089046,3020,CLEANING,0,2.694940522
1090419,1090419,3046,CLEANING,0,4.432506007
1104650,1104650,3044,CLEANING,0,5.364754466
1106968,1106968,3034,CLEANING,0,5.958616339
1111202,1111202,3030,CLEANING,0,2.937178845
1112839,1112839,3038,CLEANING,0,6.966410001
1112840,1112840,3038,CLEANING,0,4.641499526
1114749,1114749,3040,CLEANING,0,4.542361852
1114754,1114754,3030,CLEANING,0,1.344497317
1114903,1114903,3034,CLEANING,0,0.95450051
1114914,1114914,3038,CLEANING,0,6.451332434
1119216,1119216,3046,CLEANING,0,2.147732312
1119217,1119217,3046,CLEANING,0,3.978416788
1121513,1121513,3020,CLEANING,0,4.765811679
1121514,1121514,3020,CLEANING,0,3.016981224
1121515,1121515,3020,CLEANING,0,2.104469781
1147017,1147017,3040,CLEANING,0,4.366066879
1149225,1149225,3040,CLEANING,0,1.154471462
1150362,1150362,3004,CLEANING,0,5.863061681
1152017,1152017,3034,CLEANING,0,6.894882098
1152464,1152464,3014,CLEANING,0,0.254449309
1159597,1159597,3038,CLEANING,0,4.723388731
1159598,1159598,3038,CLEANING,0,6.174850437
1162761,1162761,3030,CLEANING,0,0.565430903
1168684,1168684,3030,CLEANING,0,5.294009354
1168738,1168738,3034,CLEANING,0,5.268177072
1168741,1168741,3018,CLEANING,0,5.689781662
1172015,1172015,3040,CLEANING,0,2.833307004
1173210,1173210,3040,CLEANING,0,3.536670227
1178691,1178691,3020,CLEANING,0,3.580089436
1178692,1178692,3020,CLEANING,0,4.891215606
1178696,1178696,3020,CLEANING,0,1.719876879
1178697,1178697,3020,CLEANING,0,2.412081979
1213906,1213906,3032,CLEANING,0,0.408976543
1214325,1214325,3032,CLEANING,0,2.771349503
1222575,1222575,3020,CLEANING,0,6.298410611
1228300,1228300,3044,CLEANING,0,5.799695041
1260238,1260238,3034,CLEANING,0,5.905015183
1280677,1280677,3046,CLEANING,0,5.721911236
1281780,1281780,3024,CLEANING,0,6.626415121
1282207,1282207,3020,CLEANING,0,0.644807795
1298766,1298766,3018,CLEANING,0,3.105636299
1302670,1302670,3060,CLEANING,0,3.260597645
1304243,1304243,3024,CLEANING,0,2.936430967
1306196,1306196,3020,CLEANING,0,3.440656174
1306197,1306197,3020,CLEANING,0,5.168890917
1306198,1306198,3020,CLEANING,0,3.91560741
1306199,1306199,3020,CLEANING,0,1.780211686
1309856,1309856,3020,CLEANING,0,3.528141513
1310076,1310076,3004,CLEANING,0,2.893072416
1310081,1310081,3004,CLEANING,0,1.101592382
1314549,1314549,3028,CLEANING,0,2.771887592
1316461,1316461,3012,CLEANING,0,5.849262133
1320180,1320180,3046,CLEANING,0,0.792124002
1321332,1321332,3020,CLEANING,0,5.921660772
1323011,1323011,3008,CLEANING,0,1.804623099
1324845,1324845,3020,CLEANING,0,3.107866708
1324851,1324851,3020,CLEANING,0,0.831589494
1325324,1325324,3020,CLEANING,0,2.172478268
1325325,1325325,3020,CLEANING,0,0.286308536
1325330,1325330,3020,CLEANING,0,0.93241068
1328471,1328471,3016,CLEANING,0,1.102838237
1335305,1335305,3040,CLEANING,0,2.924991078
1346410,1346410,3032,CLEANING,0,5.116135526
1346625,1346625,3008,CLEANING,0,3.982165064
1346626,1346626,3008,CLEANING,0,5.99869961
1346627,1346627,3008,CLEANING,0,0.268639259
1346628,1346628,3008,CLEANING,0,5.23405685
1346629,1346629,3008,CLEANING,0,4.398535237
1346630,1346630,3008,CLEANING,0,4.377611215
1346631,1346631,3008,CLEANING,0,4.089528779
1346632,1346632,3008,CLEANING,0,3.093231761
1346636,1346636,3008,CLEANING,0,2.476192257
1346637,1346637,3008,CLEANING,0,1.913300023
1346638,1346638,3008,CLEANING,0,2.891910726
1346643,1346643,3040,CLEANING,0,2.441619033
1348487,1348487,3044,CLEANING,0,5.903841798
1352751,1352751,3004,CLEANING,0,3.282638335
1352754,1352754,3004,CLEANING,0,2.046073658
1352758,1352758,3004,CLEANING,0,1.269384107
1353969,1353969,3020,CLEANING,0,5.890947008
1373976,1373976,3014,CLEANING,0,1.278977092
1394348,1394348,3008,CLEANING,0,4.41758525
1394349,1394349,3008,CLEANING,0,5.769350757
1397067,1397067,3032,CLEANING,0,5.095941064
1397068,1397068,3032,CLEANING,0,3.148443833
1400328,1400328,3016,CLEANING,0,5.905381287
1400329,1400329,3016,CLEANING,0,3.926957024
1400330,1400330,3016,CLEANING,0,1.946828663
1400331,1400331,3016,CLEANING,0,5.759523599
1400332,1400332,3016,CLEANING,0,5.025177827
1400334,1400334,3016,CLEANING,0,2.08947187
1402017,1402017,3034,CLEANING,0,5.314973675
1402545,1402545,3016,CLEANING,0,2.454831498
1412519,1412519,3030,CLEANING,0,0.892858835
1416362,1416362,3034,CLEANING,0,5.475638633
1418259,1418259,3006,CLEANING,0,6.412785709
1418484,1418484,3008,CLEANING,0,3.56209343
1422222,1422222,3020,CLEANING,0,3.036809112
1442157,1442157,3026,CLEANING,0,4.91860615
1447815,1447815,3014,CLEANING,0,6.389275232
1447817,1447817,3014,CLEANING,0,3.88912103
1455790,1455790,3040,CLEANING,0,0.77024161
1459067,1459067,3046,CLEANING,0,6.797579987
1459514,1459514,3034,CLEANING,0,0.457547587
1459515,1459515,3034,CLEANING,0,5.783281587
1460018,1460018,3034,CLEANING,0,6.910370809
1460019,1460019,3034,CLEANING,0,5.968587944
1460020,1460020,3034,CLEANING,0,6.446508468
1460021,1460021,3034,CLEANING,0,5.676001744
1466819,1466819,3018,CLEANING,0,3.272859259
1909408,1909408,3038,CLEANING,0,2.480309659
1909409,1909409,3038,CLEANING,0,4.102106386
1913230,1913230,3020,CLEANING,0,0.494404611
1913257,1913257,3032,CLEANING,0,3.754108823
1913258,1913258,3032,CLEANING,0,2.894766378
1924661,1924661,3018,CLEANING,0,4.195025394
1924662,1924662,3018,CLEANING,0,6.752569773
1943149,1943149,3032,CLEANING,0,4.902755675
1950703,1950703,3030,CLEANING,0,4.807753965
1956062,1956062,3022,CLEANING,0,2.629795185
1959817,1959817,3040,CLEANING,0,2.548227812
1961606,1961606,3018,CLEANING,0,1.916299913
1963561,1963561,3004,CLEANING,0,3.170423633
1963591,1963591,3004,CLEANING,0,2.377673704
1963838,1963838,3024,CLEANING,0,5.456558153
1965074,1965074,3060,CLEANING,0,6.087355362
1965539,1965539,3018,CLEANING,0,6.974516802
1965732,1965732,3020,CLEANING,0,6.783552595
1968938,1968938,3038,CLEANING,0,0.116675354
1980590,1980590,3040,CLEANING,0,2.108454968
1987893,1987893,3014,CLEANING,0,0.35017093
1988467,1988467,3044,CLEANING,0,4.482644483
1992914,1992914,3040,CLEANING,0,3.123424672
1993091,1993091,3040,CLEANING,0,6.713605902
1997781,1997781,3010,CLEANING,0,2.135991249
1999775,1999775,3046,CLEANING,0,2.721959259
2001183,2001183,3040,CLEANING,0,6.506578253
2001209,2001209,3040,CLEANING,0,1.601990686
2002465,2002465,3040,CLEANING,0,0.489130738
2004673,2004673,3020,CLEANING,0,0.255131048
2004738,2004738,3024,CLEANING,0,0.805493346
2005731,2005731,3040,CLEANING,0,6.949974393
2007505,2007505,3060,CLEANING,0,3.381173105
2008562,2008562,3020,CLEANING,0,1.940714009
2008589,2008589,3015,CLEANING,0,4.041361303
2011927,2011927,3040,CLEANING,0,3.480796306
2011934,2011934,3040,CLEANING,0,3.971695705
2012385,2012385,3010,CLEANING,0,6.184447772
2016619,2016619,3040,CLEANING,0,4.257471259
2016642,2016642,3046,CLEANING,0,5.550287529
2017202,2017202,3032,CLEANING,0,6.254183836
2017241,2017241,3032,CLEANING,0,2.271650634
2026256,2026256,3034,CLEANING,0,0.332362822
2035581,2035581,3040,CLEANING,0,2.171964796
2035587,2035587,3040,CLEANING,0,6.841958127
2042614,2042614,3028,CLEANING,0,6.796920534
2046903,2046903,3046,CLEANING,0,1.296892353
2047752,2047752,3034,CLEANING,0,0.847718332
2062912,2062912,3022,CLEANING,0,3.312533127
2084557,2084557,3040,CLEANING,0,5.532335266
2089250,2089250,3020,CLEANING,0,5.0852187
2113914,2113914,3040,CLEANING,0,2.935117316
2114812,2114812,3020,CLEANING,0,3.888926197
122095,122095,2124,DAIRY,1,9.171789832
123347,123347,2114,DAIRY,1,5.543922238
129635,129635,2112,DAIRY,1,5.782205759
158842,158842,2124,DAIRY,1,9.181208304
164088,164088,2116,DAIRY,1,3.870904172
173113,173113,2114,DAIRY,1,3.482740769
179615,179615,2112,DAIRY,1,1.231585542
205486,205486,2124,DAIRY,1,1.339585846
227728,227728,2104,DAIRY,1,2.517872277
271478,271478,2124,DAIRY,1,3.93462815
271479,271479,2124,DAIRY,1,9.812421072
279157,279157,2112,DAIRY,1,8.821509084
329397,329397,2112,DAIRY,1,8.827318836
358134,358134,2124,DAIRY,1,6.389645997
358272,358272,2112,DAIRY,1,5.040444762
368213,368213,2124,DAIRY,1,6.826729608
371218,371218,2116,DAIRY,1,5.095869722
372369,372369,2114,DAIRY,1,1.112936195
378685,378685,2102,DAIRY,1,6.400208784
420720,420720,2116,DAIRY,1,2.066877887
457727,457727,2112,DAIRY,1,3.019101299
471985,471985,2114,DAIRY,1,9.417416032
476707,476707,2104,DAIRY,1,6.790835457
507641,507641,2124,DAIRY,1,5.123766876
508947,508947,2112,DAIRY,1,9.851464295
557408,557408,2142,DAIRY,1,6.212234734
558730,558730,2112,DAIRY,1,4.111269947
578097,578097,2102,DAIRY,1,8.338192267
592801,592801,2114,DAIRY,1,5.38823393
660503,660503,2124,DAIRY,1,7.058932753
681606,681606,2112,DAIRY,1,4.766971268
723184,723184,2116,DAIRY,1,3.023466905
723210,723210,2124,DAIRY,1,8.739365833
752987,752987,2116,DAIRY,1,5.675183628
758861,758861,2116,DAIRY,1,8.765288947
789904,789904,2102,DAIRY,1,3.662974527
789905,789905,2102,DAIRY,1,9.898561161
789906,789906,2102,DAIRY,1,4.216322834
789907,789907,2102,DAIRY,1,1.678804344
809183,809183,2124,DAIRY,1,3.500074648
809184,809184,2124,DAIRY,1,1.402679087
838215,838215,2124,DAIRY,1,2.176201058
838216,838216,2124,DAIRY,1,2.734930905
838217,838217,2124,DAIRY,1,2.038826227
838400,838400,2102,DAIRY,1,1.759624117
838406,838406,2124,DAIRY,1,8.172113844
838407,838407,2124,DAIRY,1,7.024045125
838408,838408,2124,DAIRY,1,7.495660127
838409,838409,2124,DAIRY,1,5.670918227
838412,838412,2128,DAIRY,1,4.900355168
838413,838413,2128,DAIRY,1,6.767006911
838415,838415,2128,DAIRY,1,3.017152761
839544,839544,2142,DAIRY,1,3.302534171
839545,839545,2142,DAIRY,1,6.895884062
841667,841667,2128,DAIRY,1,7.494358414
849080,849080,2116,DAIRY,1,4.706615971
849095,849095,2116,DAIRY,1,8.990491793
849098,849098,2116,DAIRY,1,2.829665173
849135,849135,2124,DAIRY,1,3.639527098
849136,849136,2124,DAIRY,1,1.132447723
849139,849139,2124,DAIRY,1,4.092537302
849142,849142,2130,DAIRY,1,4.997248678
849312,849312,2130,DAIRY,1,2.132944365
859966,859966,2116,DAIRY,1,8.940577474
860548,860548,2142,DAIRY,1,4.039791099
860549,860549,2142,DAIRY,1,9.899034511
862213,862213,2116,DAIRY,1,9.844118681
870938,870938,2124,DAIRY,1,8.460549118
882624,882624,2116,DAIRY,1,7.944125458
898656,898656,2116,DAIRY,1,6.984137191
900196,900196,2102,DAIRY,1,1.551605671
915351,915351,2128,DAIRY,1,4.068855253
915810,915810,2108,DAIRY,1,5.669310507
939129,939129,2104,DAIRY,1,4.989513528
939130,939130,2104,DAIRY,1,7.586231943
939131,939131,2104,DAIRY,1,1.168468125
939207,939207,2130,DAIRY,1,3.299674725
939210,939210,2130,DAIRY,1,2.392755306
953427,953427,2112,DAIRY,1,3.539351544
953428,953428,2112,DAIRY,1,8.812352937
954553,954553,2108,DAIRY,1,5.510102119
957096,957096,2130,DAIRY,1,2.502250111
957098,957098,2130,DAIRY,1,4.236822698
958015,958015,2116,DAIRY,1,9.478836505
958016,958016,2116,DAIRY,1,1.985606672
967021,967021,2128,DAIRY,1,9.623710387
1014864,1014864,2108,DAIRY,1,7.355744559
1014865,1014865,2108,DAIRY,1,1.155922871
1018878,1018878,2130,DAIRY,1,4.852823705
1044592,1044592,2156,DAIRY,1,9.084267809
1052022,1052022,2142,DAIRY,1,6.908256435
1083152,1083152,2116,DAIRY,1,8.423192665
1083196,1083196,2116,DAIRY,1,7.285040733
1092061,1092061,2142,DAIRY,1,3.932458397
1114761,1114761,2122,DAIRY,1,3.771153469
1124973,1124973,2116,DAIRY,1,3.150482751
1146648,1146648,2116,DAIRY,1,2.364053367
1164290,1164290,2116,DAIRY,1,6.212812189
1171140,1171140,2124,DAIRY,1,3.050237624
1238497,1238497,2174,DAIRY,1,6.455075873
1239720,1239720,2152,DAIRY,1,6.772225729
1239736,1239736,2164,DAIRY,1,1.58864812
1239739,1239739,2164,DAIRY,1,6.863039997
1239740,1239740,2164,DAIRY,1,1.412449272
1239741,1239741,2164,DAIRY,1,2.504877238
1239746,1239746,2164,DAIRY,1,2.496823685
1239748,1239748,2164,DAIRY,1,3.640366324
1239749,1239749,2164,DAIRY,1,9.413405204
1239782,1239782,2174,DAIRY,1,3.84162344
1239783,1239783,2174,DAIRY,1,4.505905515
1239785,1239785,2174,DAIRY,1,4.159447445
1239788,1239788,2152,DAIRY,1,2.163473679
1239789,1239789,2162,DAIRY,1,6.615230703
1239790,1239790,2162,DAIRY,1,7.755418784
1239791,1239791,2162,DAIRY,1,8.481405848
1239792,1239792,2162,DAIRY,1,3.866860662
1239793,1239793,2162,DAIRY,1,1.65119096
1239794,1239794,2162,DAIRY,1,1.636219524
1239795,1239795,2162,DAIRY,1,8.863696007
1239796,1239796,2162,DAIRY,1,3.632090915
1239797,1239797,2162,DAIRY,1,6.474980268
1239798,1239798,2162,DAIRY,1,3.712462807
1239800,1239800,2162,DAIRY,1,9.998942657
1239806,1239806,2166,DAIRY,1,7.165084762
1239807,1239807,2166,DAIRY,1,9.232636409
1239808,1239808,2170,DAIRY,1,6.440875251
1239809,1239809,2170,DAIRY,1,1.155653256
1239810,1239810,2170,DAIRY,1,6.128816772
1239812,1239812,2170,DAIRY,1,6.426201289
1239813,1239813,2170,DAIRY,1,1.033294548
1239815,1239815,2170,DAIRY,1,6.257321202
1239817,1239817,2170,DAIRY,1,6.173833534
1239818,1239818,2170,DAIRY,1,8.521433213
1239819,1239819,2170,DAIRY,1,3.828690625
1239820,1239820,2174,DAIRY,1,1.152261492
1239840,1239840,2170,DAIRY,1,9.599370323
1239841,1239841,2170,DAIRY,1,3.748285686
1239842,1239842,2170,DAIRY,1,3.255841013
1239843,1239843,2170,DAIRY,1,8.415878738
1239844,1239844,2170,DAIRY,1,8.942247504
1239845,1239845,2170,DAIRY,1,9.204492033
1239846,1239846,2170,DAIRY,1,4.53765953
1239847,1239847,2170,DAIRY,1,1.530808148
1239887,1239887,2152,DAIRY,1,5.4341358
1239905,1239905,2172,DAIRY,1,6.743515608
1239906,1239906,2172,DAIRY,1,8.538707667
1239908,1239908,2172,DAIRY,1,3.118383293
1239911,1239911,2172,DAIRY,1,4.145381105
1239912,1239912,2172,DAIRY,1,6.515880401
1239913,1239913,2172,DAIRY,1,2.912320557
1239914,1239914,2172,DAIRY,1,5.253521572
1239915,1239915,2172,DAIRY,1,4.641887345
1239916,1239916,2172,DAIRY,1,4.298097402
1239918,1239918,2172,DAIRY,1,8.502710534
1239953,1239953,2172,DAIRY,1,6.409634792
1239954,1239954,2174,DAIRY,1,6.940718751
1239955,1239955,2174,DAIRY,1,3.868408369
1239956,1239956,2174,DAIRY,1,9.628276728
1257555,1257555,2116,DAIRY,1,3.063508023
1273024,1273024,2152,DAIRY,1,2.89407606
1299616,1299616,2174,DAIRY,1,1.937102566
1331407,1331407,2103,DAIRY,1,6.696588778
1332664,1332664,2128,DAIRY,1,2.684483062
1344514,1344514,2116,DAIRY,1,2.34149073
1345337,1345337,2152,DAIRY,1,6.179590296
1345352,1345352,2128,DAIRY,1,2.333556662
1361205,1361205,2116,DAIRY,1,8.654909923
1402643,1402643,2124,DAIRY,1,1.997552697
1405685,1405685,2152,DAIRY,1,5.97809418
1422835,1422835,2116,DAIRY,1,6.108413668
1422837,1422837,2116,DAIRY,1,1.735472812
1423681,1423681,2116,DAIRY,1,9.378348213
1427659,1427659,2116,DAIRY,1,3.722921457
1428779,1428779,2116,DAIRY,1,8.972937815
1446726,1446726,2104,DAIRY,1,6.19911375
1458842,1458842,2166,DAIRY,1,5.753970492
1458844,1458844,2166,DAIRY,1,6.269545471
1458847,1458847,2166,DAIRY,1,4.236173215
1458848,1458848,2166,DAIRY,1,8.933873609
1458849,1458849,2166,DAIRY,1,9.153238695
1458850,1458850,2166,DAIRY,1,4.135309135
1458851,1458851,2166,DAIRY,1,4.891068575
1460808,1460808,2130,DAIRY,1,6.857401323
1466281,1466281,2108,DAIRY,1,6.982184323
1466288,1466288,2162,DAIRY,1,9.670431905
1471460,1471460,2128,DAIRY,1,1.875370164
1471461,1471461,2128,DAIRY,1,2.620666218
1471462,1471462,2174,DAIRY,1,4.305042932
1910611,1910611,2174,DAIRY,1,8.023102891
1914782,1914782,2102,DAIRY,1,2.441458946
1919795,1919795,2116,DAIRY,1,2.637144326
1948550,1948550,2170,DAIRY,1,3.959140423
1957078,1957078,2108,DAIRY,1,8.720605695
1962824,1962824,2156,DAIRY,1,7.850162237
1963265,1963265,2174,DAIRY,1,5.120477269
1963277,1963277,2174,DAIRY,1,9.559601015
1964356,1964356,2174,DAIRY,1,5.823808184
1968167,1968167,2178,DAIRY,1,9.096214105
1968318,1968318,2178,DAIRY,1,5.734789807
1968368,1968368,2178,DAIRY,1,4.62110696
1968390,1968390,2178,DAIRY,1,9.196261036
1968452,1968452,2178,DAIRY,1,6.100341302
1971328,1971328,2168,DAIRY,1,1.589714322
1971338,1971338,2174,DAIRY,1,6.647114733
1971373,1971373,2168,DAIRY,1,3.433883584
1971394,1971394,2168,DAIRY,1,3.802921134
1971436,1971436,2174,DAIRY,1,5.392850835
1971461,1971461,2168,DAIRY,1,1.877035088
1977887,1977887,2170,DAIRY,1,6.086010653
1977901,1977901,2170,DAIRY,1,7.713528573
1977997,1977997,2170,DAIRY,1,2.2983344
1981470,1981470,2142,DAIRY,1,7.032700228
1987653,1987653,2174,DAIRY,1,1.498724905
1988256,1988256,2130,DAIRY,1,9.806503067
2002136,2002136,2166,DAIRY,1,7.363087701
2002166,2002166,2166,DAIRY,1,9.880497654
2007088,2007088,2172,DAIRY,1,6.493059489
2007117,2007117,2172,DAIRY,1,7.552383691
2007133,2007133,2172,DAIRY,1,1.878301375
2007186,2007186,2172,DAIRY,1,6.956654229
2007250,2007250,2172,DAIRY,1,1.658815717
2009639,2009639,2142,DAIRY,1,5.892810673
2011938,2011938,2130,DAIRY,1,9.071206851
2017245,2017245,2108,DAIRY,1,3.823527836
2027777,2027777,2166,DAIRY,1,2.085516524
2027827,2027827,2166,DAIRY,1,9.226530567
2028307,2028307,2166,DAIRY,1,4.73830407
2028315,2028315,2162,DAIRY,1,3.858227568
2028335,2028335,2166,DAIRY,1,5.584059202
2028435,2028435,2166,DAIRY,1,4.538865302
2028754,2028754,2166,DAIRY,1,6.140731616
2033699,2033699,2116,DAIRY,1,5.648120706
2033805,2033805,2174,DAIRY,1,8.90506545
2034104,2034104,2174,DAIRY,1,1.898531524
2053590,2053590,2172,DAIRY,1,4.962798706
2053610,2053610,2172,DAIRY,1,2.440510949
2053614,2053614,2174,DAIRY,1,3.369834166
2086882,2086882,2166,DAIRY,1,5.159226944
2087374,2087374,2162,DAIRY,1,6.760578952
2087543,2087543,2162,DAIRY,1,1.925841303
2087567,2087567,2162,DAIRY,1,4.547863698
2112404,2112404,2108,DAIRY,1,2.799207646
108696,108696,2636,DELI,1,7.917921761
108698,108698,2644,DELI,1,7.56704164
108701,108701,2644,DELI,1,9.950941763
208426,208426,2632,DELI,1,5.478533525
220613,220613,2632,DELI,1,2.380609205
318932,318932,2644,DELI,1,4.670638063
318935,318935,2652,DELI,1,7.826835244
319093,319093,2630,DELI,1,7.940140325
319094,319094,2632,DELI,1,1.986207133
319095,319095,2640,DELI,1,2.2780852
357996,357996,2632,DELI,1,1.981010611
368419,368419,2644,DELI,1,2.26942943
407533,407533,2632,DELI,1,9.751292078
407542,407542,2644,DELI,1,5.149540374
407552,407552,2652,DELI,1,7.91910374
418024,418024,2630,DELI,1,4.063683419
418025,418025,2644,DELI,1,4.991624654
418026,418026,2644,DELI,1,4.493218588
419729,419729,2652,DELI,1,7.181525921
457471,457471,2644,DELI,1,6.040351415
468057,468057,2632,DELI,1,9.800251133
468058,468058,2644,DELI,1,2.113295842
507354,507354,2690,DELI,1,2.823608848
517903,517903,2632,DELI,1,5.778989029
517904,517904,2636,DELI,1,5.035697806
517905,517905,2636,DELI,1,4.994445877
517906,517906,2644,DELI,1,6.445278999
517909,517909,2690,DELI,1,7.714575269
519560,519560,2662,DELI,1,4.443889649
519718,519718,2636,DELI,1,4.329123049
557285,557285,2630,DELI,1,7.924017713
557286,557286,2632,DELI,1,5.57782442
557289,557289,2632,DELI,1,8.373893323
557305,557305,2652,DELI,1,7.923986727
567778,567778,2630,DELI,1,2.365499049
567779,567779,2632,DELI,1,6.326362943
567781,567781,2636,DELI,1,4.984911743
619965,619965,2636,DELI,1,4.958867031
671051,671051,2630,DELI,1,3.488939643
671055,671055,2632,DELI,1,8.812137044
671062,671062,2636,DELI,1,9.030358014
671066,671066,2636,DELI,1,1.439669868
671067,671067,2636,DELI,1,1.837279607
671068,671068,2636,DELI,1,7.027939217
671076,671076,2644,DELI,1,4.9617842
671079,671079,2644,DELI,1,9.788341128
671083,671083,2644,DELI,1,4.863458406
671084,671084,2644,DELI,1,2.726609585
671684,671684,2644,DELI,1,2.383318478
671699,671699,2662,DELI,1,4.535750078
671706,671706,2664,DELI,1,3.16324825
671708,671708,2664,DELI,1,1.240700068
671908,671908,2636,DELI,1,2.860901244
673415,673415,2632,DELI,1,1.898653105
732006,732006,2642,DELI,1,7.890493871
732007,732007,2642,DELI,1,3.648026876
828630,828630,2636,DELI,1,3.549932282
828632,828632,2644,DELI,1,1.70760366
843462,843462,2636,DELI,1,5.90512347
844017,844017,2632,DELI,1,3.212767302
844019,844019,2662,DELI,1,3.452254203
866927,866927,2632,DELI,1,1.623155616
871118,871118,2662,DELI,1,3.573572642
888761,888761,2646,DELI,1,7.471196682
888763,888763,2646,DELI,1,2.262397323
897348,897348,2644,DELI,1,5.640054629
946671,946671,2636,DELI,1,4.316279822
991114,991114,2636,DELI,1,7.971423952
1072167,1072167,2644,DELI,1,7.29429543
1113847,1113847,2654,DELI,1,3.566062199
1113852,1113852,2654,DELI,1,5.371691637
1121615,1121615,2630,DELI,1,2.608073268
1121616,1121616,2644,DELI,1,5.821017247
1305845,1305845,2644,DELI,1,9.498381519
1328672,1328672,2644,DELI,1,2.533696078
1332688,1332688,2632,DELI,1,2.38520272
1332689,1332689,2636,DELI,1,2.79343711
1353189,1353189,2650,DELI,1,5.867947766
1404410,1404410,2636,DELI,1,6.065544441
1404411,1404411,2636,DELI,1,8.41440642
1422500,1422500,2630,DELI,1,6.748192472
1921769,1921769,2630,DELI,1,8.013982195
1921770,1921770,2630,DELI,1,5.097164674
1940026,1940026,2632,DELI,1,9.277735646
1946155,1946155,2650,DELI,1,4.984184896
1948161,1948161,2650,DELI,1,2.766799094
1990194,1990194,2630,DELI,1,5.325457862
1990742,1990742,2650,DELI,1,7.49873223
2036460,2036460,2644,DELI,1,9.294790298
2036465,2036465,2644,DELI,1,5.90427556
